"nba_year","nba_draft_Rk","nba_draft_Player","nba_draft_Pk","nba_draft_Tm","nba_draft_College","nba_draft_Yrs","nba_draft_ttl_G","nba_draft_ttl_MP","nba_draft_ttl_PTS","nba_draft_ttl_TRB","nba_draft_ttl_AST","nba_draft_FG","nba_draft__3P","nba_draft_FT","nba_draft_per_MP","nba_draft_per_PTS","nba_draft_per_TRB","nba_draft_per_AST","nba_draft_WS","nba_draft_WS48","nba_draft_BPM","nba_draft_VORP"
"1949","34","Earl Dodd","","STB","Truman State University","1","9","","15","","6",".222","",".600","","1.7","","0.7","-0.3","","",""
"1949","35","Cliff Barker","","WSC","Kentucky","3","149","494","557","181","294",".316","",".662","11.2","3.7","1.8","2.0","2.0",".008","",""
"1949","36","Don Boven","","INO","Western Michigan","3","195","3355","1763","553","393",".339","",".706","25.2","9.0","4.2","2.0","7.4",".052","",""
"1949","37","John Pritchard","","STB","Drake University","1","7","","22","","8",".310","",".364","","3.1","","1.1","-0.2","","",""
"1949","38","Duane Klueh","","BOS","Indiana State University","2","113","","924","183","173",".362","",".719","","8.2","3.0","1.5","6.0","","",""
"1949","39","Bob Royer","","PRO","Indiana State University","1","42","","197","","85",".338","",".707","","4.7","","2.0","0.0","","",""
"1949","40","Bill Evans","","BLB","Drake University","","","","","","","","","","","","","","","","",""
"1949","41","Tom Gallagher","","BLB","St. Francis College","","","","","","","","","","","","","","","","",""
"1949","42","Jim McMullen","","BLB","Xavier","","","","","","","","","","","","","","","","",""
"1949","43","Eppa Rixey","","BLB","Kenyon College","","","","","","","","","","","","","","","","",""
"1949","44","Roger Wiley","","BLB","Oregon","","","","","","","","","","","","","","","","",""
"1949","45","Bill Zipple","","BLB","Lafayette College","","","","","","","","","","","","","","","","",""
"1949","46","Ed Little","","BOS","Denver Junior College","","","","","","","","","","","","","","","","",""
"1949","47","Jim Simpson","","BOS","Bates College","","","","","","","","","","","","","","","","",""
"1949","48","Emerson Speicher","","BOS","Bowling Green","","","","","","","","","","","","","","","","",""
"1949","49","Bill Tom","","BOS","Rice University","","","","","","","","","","","","","","","","",""
"1949","50","Bill Vandenburgh","","BOS","Washington","","","","","","","","","","","","","","","","",""
"1949","51","Russ Washburn","","BOS","Colby College","","","","","","","","","","","","","","","","",""
"1949","52","Bill Weight","","BOS","BYU","","","","","","","","","","","","","","","","",""
"1949","53","Dal Zuber","","FTW","Toledo","","","","","","","","","","","","","","","","",""
"1949","54","Charlie Maas","","INO","Butler","","","","","","","","","","","","","","","","",""
"1949","55","Jim O'Halloran","","INO","Notre Dame","","","","","","","","","","","","","","","","",""
"1949","56","J.L. Parks","","INO","Oklahoma State","","","","","","","","","","","","","","","","",""
"1949","57","Bob Harrison","","MNL","Michigan","9","615","12926","4418","1358","1672",".352","",".693","26.9","7.2","2.5","2.7","13.2",".024","",""
"1949","58","Paul Walther","","MNL","Tennessee","6","370","7258","2838","1168","974",".362","",".708","28.6","7.7","3.7","2.6","20.3",".107","",""
"1949","59","Don Bagley","","NYK","Notre Dame","","","","","","","","","","","","","","","","",""
"1949","60","Ken Kearns","","NYK","Arkansas","","","","","","","","","","","","","","","","",""
"1949","61","Bill Kleine","","NYK","Missouri Valley College","","","","","","","","","","","","","","","","",""
"1949","62","Bill Litchfield","","NYK","Emporia State University","","","","","","","","","","","","","","","","",""
"1949","63","Bob Prewitt","","NYK","SMU","","","","","","","","","","","","","","","","",""
"1949","64","Paul Courty","","PRO","Oklahoma","","","","","","","","","","","","","","","","",""
"1949","65","Carl Schaeffer","","PRO","Alabama","","","","","","","","","","","","","","","","",""
"1949","66","Bill Tanzler","","PRO","Florida","","","","","","","","","","","","","","","","",""
"1949","67","Jack Theolan","","PRO","DePaul","","","","","","","","","","","","","","","","",""
"1949","68","Joe Crandall","","STB","Oregon State","","","","","","","","","","","","","","","","",""
"1949","69","Jack Davidson","","STB","Stanford","","","","","","","","","","","","","","","","",""
"1949","70","Bob Retherford","","STB","Nebraska","","","","","","","","","","","","","","","","",""
"1949","71","Marv Schatzman","","STB","Saint Louis","1","34","","115","","38",".247","",".580","","3.4","","1.1","-0.9","","",""
"1949","72","Eddie Van","","STB","Northwestern Oklahoma State University","","","","","","","","","","","","","","","","",""
"1949","73","Preston Ward","","STB","Missouri State University","","","","","","","","","","","","","","","","",""
"1949","74","Maynard Haitcock","","WSC","George Washington","","","","","","","","","","","","","","","","",""
"1949","75","Jim Lacy","","WSC","Loyola College in Maryland","","","","","","","","","","","","","","","","",""
"1950","1","Paul Arizin","","PHW","Villanova","10","713","24897","16266","6129","1665",".421","",".810","38.4","22.8","8.6","2.3","108.8",".183","",""
"1950","2","Chuck Share","1","BOS","Bowling Green","9","596","13023","4928","4986","809",".400","",".693","21.9","8.3","8.4","1.4","40.9",".151","",""
"1950","3","Don Rehfeldt","2","BLB","Wisconsin","2","98","788","692","494","118",".370","",".758","20.2","7.1","5.0","1.2","3.5",".048","",""
"1950","4","Bob Cousy","3","TRI","Holy Cross","14","924","30165","16960","4786","6955",".375","",".803","35.3","18.4","5.2","7.5","91.1",".139","",""
"1950","5","Dick Schnittker","4","WSC","Ohio State","6","364","6744","3030","1372","479",".379","",".825","20.1","8.3","3.8","1.3","22.0",".132","",""
"1950","6","Larry Foust","5","CHS","La Salle","12","817","21890","11198","8041","1368",".405","",".741","29.2","13.7","9.8","1.7","74.3",".153","",""
"1950","7","Irwin Dambrot","6","NYK","City College of New York","","","","","","","","","","","","","","","","",""
"1950","8","George Yardley","7","FTW","Stanford","7","472","15767","9063","4220","815",".422","",".780","33.4","19.2","8.9","1.7","58.5",".178","",""
"1950","9","Bob Lavoy","8","INO","Western Kentucky","4","264","5433","2156","1634","391",".384","",".707","27.0","8.2","6.2","1.5","15.9",".132","",""
"1950","10","Joe McNamee","9","ROC","San Francisco","2","118","695","289","238","58",".298","",".620","12.0","2.4","2.0","0.5","-0.5",".000","",""
"1950","11","Kevin O'Shea","10","MNL","Notre Dame","3","174","2368","911","402","358",".337","",".680","21.3","5.2","2.3","2.1","3.8",".034","",""
"1950","12","Don Lofgran","11","SYR","San Francisco","4","209","3422","1265","817","216",".329","",".692","23.1","6.1","3.9","1.0","3.1",".044","",""
"1950","13","John Pilch","","BLB","Wyoming","1","9","41","5","9","2",".100","",".500","4.6","0.6","1.0","0.2","-0.1","-.118","",""
"1950","14","Chuck Cooper","","BOS","Duquesne","6","409","7964","2725","2431","734",".339","",".743","23.2","6.7","5.9","1.8","11.6",".050","",""
"1950","15","Wally Osterkorn","","CHS","Illinois","4","204","5187","1436","1218","346",".334","",".592","25.4","7.0","6.0","1.7","8.9",".082","",""
"1950","16","Jim Riffey","","FTW","Tulane","1","35","","150","61","16",".351","",".769","","4.3","1.7","0.5","0.2","","",""
"1950","17","Paul Unruh","","INO","Bradley","","","","","","","","","","","","","","","","",""
"1950","18","Hal Haskins","","MNL","Hamline University","","","","","","","","","","","","","","","","",""
"1950","19","Herb Scherer","","NYK","Long Island University","2","32","167","115","76","23",".289","",".592","13.9","3.6","2.4","0.7","-0.4","-.092","",""
"1950","20","Ed Dahler","","PHW","Duquesne","1","14","112","35","22","5",".368","","1.000","8.0","2.5","1.6","0.4","0.1",".036","",""
"1950","21","George Stanich","","ROC","UCLA","","","","","","","","","","","","","","","","",""
"1950","22","Gerry Calabrese","","SYR","St. John's","2","104","937","492","149","148",".348","",".702","16.2","4.7","1.4","1.4","1.9",".046","",""
"1950","23","Ed Gayda","","TRI","Washington State","1","15","","56","39","13",".413","",".750","","3.7","2.6","0.9","0.6","","",""
"1950","24","Bill Sharman","","WSC","USC","11","711","21793","12665","2793","2101",".426","",".883","32.0","17.8","3.9","3.0","82.8",".178","",""
"1950","25","Dick Dickey","","BLB","NC State","1","45","440","127","81","50",".294","",".681","9.8","2.8","1.8","1.1","0.3",".028","",""
"1950","26","Bob Donham","","BOS","Ohio State","4","273","4866","1818","1071","706",".480","",".507","23.7","6.7","3.9","2.6","18.0",".132","",""
"1950","27","Lou Watson","","CHS","Indiana","","","","","","","","","","","","","","","","",""
"1950","28","Art Burris","","FTW","Tennessee","2","74","514","187","205","54",".260","",".627","12.5","2.5","2.8","0.7","-1.0","-.073","",""
"1950","29","Chuck Mrazovich","","INO","Eastern Kentucky University","1","25","","85","40","13",".350","",".604","","3.4","1.6","0.5","0.4","","",""
"1950","30","Howie Williams","","MNL","Purdue","","","","","","","","","","","","","","","","",""
"1950","31","Stan Weber","","NYK","Bowling Green","","","","","","","","","","","","","","","","",""
"1950","32","Buddy Cate","","PHW","Western Kentucky","","","","","","","","","","","","","","","","",""
"1950","33","Bob Roper","","ROC","John Carroll University","","","","","","","","","","","","","","","","",""
"1950","34","Stan Christie","","SYR","USC","","","","","","","","","","","","","","","","",""
"1950","35","Clarence Brannum","","TRI","Kansas State","","","","","","","","","","","","","","","","",""
"1950","36","Alan Sawyer","","WSC","UCLA","1","33","","217","121","25",".370","",".860","","6.6","3.7","0.8","0.9","","",""
"1950","37","Jerry Reed","","BLB","Wyoming","","","","","","","","","","","","","","","","",""
"1950","38","Ken Reeves","","BOS","Louisville","","","","","","","","","","","","","","","","",""
"1950","39","Ken Murray","","CHS","St. Bonaventure","3","181","2118","1471","599","482",".335","",".747","18.4","8.1","3.3","2.7","-0.7","-.016","",""
"1950","40","Len Rzewszewski","","FTW","Indiana State University","","","","","","","","","","","","","","","","",""
"1950","41","Jim Line","","INO","Kentucky","","","","","","","","","","","","","","","","",""
"1950","42","Bud Grant","","MNL","Minnesota","2","96","","249","115","90",".318","",".590","","2.6","1.9","0.9","1.1","","",""
"1950","43","Joe Ossola","","NYK","Saint Louis","","","","","","","","","","","","","","","","",""
"1950","44","Paul Sensky","","PHW","Saint Joseph's","","","","","","","","","","","","","","","","",""
"1950","45","Chet Giermak","","ROC","William & Mary","","","","","","","","","","","","","","","","",""
"1950","46","Paul Merchant","","SYR","Oklahoma","","","","","","","","","","","","","","","","",""
"1950","47","Paul Hicks","","TRI","Eastern Kentucky University","","","","","","","","","","","","","","","","",""
"1950","48","Tommy O'Keefe","","WSC","Georgetown","1","6","","23","7","10",".357","",".750","","3.8","1.2","1.7","0.1","","",""
"1950","49","Norm Mager","","BLB","City College of New York","1","24","","124","47","23",".282","",".786","","5.2","2.0","1.0","0.0","","",""
"1950","50","Jack Shelton","","BOS","Oklahoma State","","","","","","","","","","","","","","","","",""
"1950","51","Don Stroot","","CHS","Missouri","","","","","","","","","","","","","","","","",""
"1950","52","Ed Thompson","","FTW","Kent State University","","","","","","","","","","","","","","","","",""
"1950","53","Sonny Allen","","INO","Morehead State University","","","","","","","","","","","","","","","","",""
"1950","54","Ed Beach","","MNL","West Virginia","1","12","","22","25","3",".211","",".667","","1.8","2.1","0.3","-0.3","","",""
"1950","55","Dick Barnes","","NYK","San Diego State","","","","","","","","","","","","","","","","",""
"1950","56","Ike Borsavage","","PHW","Temple","1","24","","64","24","4",".351","",".667","","2.7","1.0","0.2","0.1","","",""
"1950","57","Joe Nelson","","ROC","BYU","","","","","","","","","","","","","","","","",""
"1950","58","Paul Hickey","","SYR","Denver","","","","","","","","","","","","","","","","",""
"1950","59","Cal Christensen","","TRI","Toledo","5","291","4009","1507","1587","460",".330","",".606","17.9","5.2","5.5","1.6","8.2",".060","",""
"1950","60","Claude Overton","","WSC","East Central University","1","15","182","58","25","15",".253","",".667","12.1","3.9","1.7","1.0","-0.4","-.115","",""
"1950","61","Rick Harman","","BLB","Kansas State","","","","","","","","","","","","","","","","",""
"1950","62","Mo Mahoney","","BOS","Brown University","2","8","45","12","9","2",".333","",".800","5.6","1.5","1.1","0.3","0.0",".034","",""
"1950","63","Stu Inman","","CHS","San Jose State","","","","","","","","","","","","","","","","",""
"1950","64","Bob Metcalf","","FTW","Valparaiso","","","","","","","","","","","","","","","","",""
"1950","65","Ralph O'Brien","","INO","Butler","2","119","2335","848","192","180",".360","",".830","19.6","7.1","1.6","1.5","3.1",".064","",""
"1950","66","Wayne Glasgow","","MNL","Oklahoma","","","","","","","","","","","","","","","","",""
"1950","67","Don Parsons","","NYK","Rutgers University","","","","","","","","","","","","","","","","",""
"1950","68","Dick Dallmer","","PHW","Cincinnati","","","","","","","","","","","","","","","","",""
"1950","69","John Givens","","ROC","Western Kentucky","","","","","","","","","","","","","","","","",""
"1950","70","Mack Suprunowicz","","SYR","Michigan","","","","","","","","","","","","","","","","",""
"1950","71","Bob Anderson","","TRI","Loyola College in Maryland","","","","","","","","","","","","","","","","",""
"1950","72","Warren Cartier","","WSC","NC State","","","","","","","","","","","","","","","","",""
"1950","73","Frank Comerford","","BLB","La Salle","","","","","","","","","","","","","","","","",""
"1950","74","Dale Barnstable","","BOS","Kentucky","","","","","","","","","","","","","","","","",""
"1950","75","Milt Whitehead","","CHS","Nebraska","","","","","","","","","","","","","","","","",""
"1950","76","Ed Jones","","FTW","Tennessee","","","","","","","","","","","","","","","","",""
"1950","77","Leon Blevins","","INO","Arizona","1","2","","2","2","1",".250","",".000","","1.0","1.0","0.5","0.0","","",""
"1950","78","Joe Hutton","","MNL","Hamline University","2","120","723","302","187","115",".331","",".690","12.1","2.5","1.6","1.0","2.2",".102","",""
"1950","79","Dan Bagley","","NYK","Notre Dame","","","","","","","","","","","","","","","","",""
"1950","80","Charles Northup","","PHW","Siena College","","","","","","","","","","","","","","","","",""
"1950","81","Dan Kahler","","ROC","Southwestern College","","","","","","","","","","","","","","","","",""
"1950","82","Lou Arko","","SYR","University of Akron","","","","","","","","","","","","","","","","",""
"1950","83","Bill Erickson","","TRI","Illinois","","","","","","","","","","","","","","","","",""
"1950","84","Jim Cathcart","","WSC","Arkansas","","","","","","","","","","","","","","","","",""
"1950","85","George Bush","","BLB","Toledo","","","","","","","","","","","","","","","","",""
"1950","86","Frank Oftring","","BOS","Holy Cross","","","","","","","","","","","","","","","","",""
"1950","87","George King","","CHS","University of Charleston","6","411","13408","4219","1606","1958",".382","",".642","32.6","10.3","3.9","4.8","31.4",".113","",""
"1950","88","Billy Adcock","","FTW","Vanderbilt","","","","","","","","","","","","","","","","",""
"1950","89","Jerry Stuteville","","INO","Indiana","","","","","","","","","","","","","","","","",""
"1950","90","Nate Benson","","MNL","Wisconsin-River Falls","","","","","","","","","","","","","","","","",""
"1950","91","Charles Hope","","NYK","Appalachian State University","","","","","","","","","","","","","","","","",""
"1950","92","Brooks Ricca","","PHW","Villanova","","","","","","","","","","","","","","","","",""
"1950","93","Carl Kraushaar","","ROC","UCLA","","","","","","","","","","","","","","","","",""
"1950","94","Bob Healey","","SYR","Georgia","","","","","","","","","","","","","","","","",""
"1950","95","Loy Doty","","TRI","Wyoming","","","","","","","","","","","","","","","","",""
"1950","96","Joe Greenbach","","WSC","Santa Clara","","","","","","","","","","","","","","","","",""
"1950","97","Jack Laub","","BLB","Cincinnati","","","","","","","","","","","","","","","","",""
"1950","98","Bob Cope","","BOS","Montana","","","","","","","","","","","","","","","","",""
"1950","99","John Brown","","CHS","Georgetown","","","","","","","","","","","","","","","","",""
"1950","100","Al Henningsen","","FTW","Northwest Missouri State University","","","","","","","","","","","","","","","","",""
"1950","101","Gene Schmidt","","INO","TCU","","","","","","","","","","","","","","","","",""
"1950","102","Jim Reilly","","MNL","Swarthmore College","","","","","","","","","","","","","","","","",""
"1950","103","Don Heathington","","NYK","Baylor","","","","","","","","","","","","","","","","",""
"1950","104","Joe Kaufman","","PHW","NYU","","","","","","","","","","","","","","","","",""
"1950","105","Warren Switzer","","ROC","Rice University","","","","","","","","","","","","","","","","",""
"1950","106","Bob Savage","","SYR","Syracuse","","","","","","","","","","","","","","","","",""
"1950","107","Nate DeLong","","TRI","Wisconsin-River Falls","1","17","132","64","31","14",".476","",".686","7.8","3.8","1.8","0.8","0.8",".309","",""
"1950","108","Earl Lloyd","","WSC","West Virginia State University","9","560","14477","4682","3609","810",".356","",".750","26.2","8.4","6.4","1.4","19.1",".062","",""
"1950","109","Mike Zedalis","","BLB","Loyola College in Maryland","","","","","","","","","","","","","","","","",""
"1950","110","Matt Forman","","BOS","Holy Cross","","","","","","","","","","","","","","","","",""
"1950","111","Bud Schaeffer","","CHS","Wheaton College","","","","","","","","","","","","","","","","",""
"1950","112","Colin Anderson","","INO","Georgia Tech","","","","","","","","","","","","","","","","",""
"1950","113","Andy Butchko","","MNL","Purdue","","","","","","","","","","","","","","","","",""
"1950","114","Bernie Adams","","PHW","Princeton","","","","","","","","","","","","","","","","",""
